"","Breaking.Bad","Planet.Earth","Sherlock","The.Shawshank.Redemption","Human.Planet","The.Blue.Planet","The.Godfather","Interstellar","Life","Pulp.Fiction","The.Dark.Knight","The.Godfather..Part.II","The.Good..the.Bad.and.the.Ugly","Valley.Uprising","X12.Angry.Men","Boyhood","Fight.Club","Schindler.s.List","The.Decalogue","The.Lord.of.the.Rings..The.Return.of.the.King","Goodfellas","Gravity","House.of.Cards","Inception","One.Flew.Over.the.Cuckoo.s.Nest","Seven.Samurai","Star.Wars","Star.Wars..Episode.V...The.Empire.Strikes.Back","The.Lord.of.the.Rings..The.Fellowship.of.the.Ring","Casablanca","City.of.God","Forrest.Gump","It.s.a.Wonderful.Life","Once.Upon.a.Time.in.the.West","Se7en","Tell.It.on.the.Mountain","The.Lego.Movie","The.Lord.of.the.Rings..The.Two.Towers","The.Matrix"
"7238","0","0","0","0.143534703886018","0.109061452310485","0","0.0960515338544264","0","0","0.138653338660747","0","0","0.176895950261755","","0","0","0","0","0","0.115579300294224","0","0.106403133095664","0","0","0","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","0.123252414977398","0","0","0.10128624318528","0","0","0"
"7246","0","0.126004447057719","","0.138175737025104","0.223255910543671","0.0672073582361156","0","0","0","0","0.126136630847827","","0","0","0","0","0.195951969170193","0","0.195141886925286","0","0.0946983777311313","0.0726047192071243","0.0875211541526432","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.210215996022525","0.0705750910388678"
"7249","0","0","0.0643391195705801","0.079410755756634","0","0","0","0","0","0","0.126136630847827","","0","0","0","0","0.0608539191361667","0","0.130674619918979","0","0.05442395247141","0","0.0875211541526432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0847636347674825","0"
"7251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7252","0.276971088048379","0","0","0","0","0","0","0","0.266645074332347","0","","0.249022397052523","0","0","0","0","0.0583690287420703","0","0.299152185335634","0","","0","0.217521581821721","0.0811732612948975","0","0","0.0767287693631499","0","0","0","0","0","0","0","0","0","0.0703331711543807","0","0"
"7275","0.138711016449446","0","0","0","0.0607625625436045","0.128040682496938","0","0","0.068218335741329","0","0.0508093467048796","0","0.0739169363724183","0","0.0887639562168113","0","0.0551535479713926","0","0.0526373030924043","0.12293384775776","0","0","0.0881364246742419","0.147494011535359","0.112142091377145","0.0939169700942845","0.0805576357694152","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0","0","0","0.201685121861645"
"7302","0","0.126004447057719","","0.142091948847644","0.363953748066566","0.0672073582361156","","0.122610622228491","0","0","0","0.0935635264016044","0","0.0784920064788018","0","0.100479091057365","0.135098050034026","0","0.0644672670063067","0.0609980617781359","0.0402744252597213","0.209873116198583","0","0.0853818848394925","0","0","0.0789300410080183","0.158679632927647","0.105291560917326","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0.273908348960456","0.125452361255042","0.0705750910388678"
"7377","0.084194393672297","0","0","0.0833269675791733","0.196020052466057","0","","0.122610622228491","0","0","0.046260155626449","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0.0641961369111273","","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0.0312603419869728","0.0572853143531784","0.137961224434499","0.0784003243221997","0","0","0"
"7380","0","0","0","0.124659350253708","0","0","0.139033992906612","0","0","0","0","0","0","0","0.0384359205120841","0","0","0.0868343268841902","0","0","0","0","0","0","0","0","0","0.118694466593078","0","","0.0557539598809364","0.0886071175723656","0","0","0.137595763595338","0","0","0","0"
"7392","0.0733989707260446","0","0","0.206242744547556","0.140697837522895","0.0562297101251136","","0.194955892114725","0","0.208553359603401","0","0","0.117339498790322","0.295539775133237","0.0682169916859094","0.144944163669031","0","0.0770578208637932","0","","0","0.231374868723876","0","0.198734175425245","0.127157179408546","0.211719765101731","0","0.299120819763068","0.196077357650357","0.257648149248404","0","0.197087632878503","0.163512805994083","0.11282686480003","0.137961224434499","","0","0","0.14415014904765"
"7398","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7410","0","0","0","0.124659350253708","0","0","0.139033992906612","0","0","0","0","0","0","0","0.0384359205120841","0","0","0.0868343268841902","0","0","0","0","0","0","0","0","0","0.118694466593078","0","","0.0557539598809364","0.0886071175723656","0","0","0.137595763595338","0","0","0","0"
"7418","0","0.0754948953099413","0.171158058363248","0.196347793570722","","0","0.296111233991814","","0","0.313308172699612","0","0.108245331630369","0.252638271039628","","0.045477994457273","0","0","0.0513718805758621","0","0.115579300294224","0","0.167148599393996","0","0.156741455018733","0","0","0","0.152220580168835","0.0528813264424594","0.0526931354097214","0.0385175830246001","0","0.196226679770934","0","0.0814027515246535","0.10128624318528","0","0.056373087024833","0"
"7434","0","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0","0.0935635264016044","0","0","0","0","0.135098050034026","0","0.0644672670063067","0","0.0402744252597213","0.0726047192071243","0","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.125452361255042","0.0705750910388678"
"7453","0.236794516806128","0","0.159710935464374","0","0.125210992568886","0.394291235229898","0","0.074884468694726","0.193798036536771","0","0.0508093467048796","0","0.132717499195074","0.0599237661378394","0.258388977332489","0","0.178198047961438","0","0.170068200614877","0.374714707121856","0.0523180130966045","0.104064317092973","0.170652160139051","0.351129738313744","0.299625124088497","0.193530959727529","0.222567110804083","0.0685282822388326","","0.0545425769400177","0","0","0","","0","0.0594359400216861","0.0677747395738309","0.114259406847911",""
"7458","0.0980835003566818","0.0702819226791484","0.133060799547096","","0.126711528705067","0.172636269232549","0.164507238919685","0.14722973858096","0.0723564717059316","0.0508866966544491","0.126136630847827","","0.0588005628226555","0.303069570060954","0.185902482996884","0.0444650726116657","0.119353090801771","0.0770578208637932","0.186504910858995","","0.106741965568014","0","0.0875211541526432","0.230683058294445","0","0.388322760226514","0.0854442757933642","0.14044118683542","","0.291661686283764","0.131937949951742","0.235893049608871","0","0.304691058233185","0","0.0867363567156102","0.0677747395738309","0.139086100673287","0.251211816853854"
"7481","0.138711016449446","0","0","0","0.0607625625436045","0.128040682496938","0","0","0.068218335741329","0","0.0508093467048796","0","0.0739169363724183","0","0.0887639562168113","0","0.0551535479713926","0","0.0526373030924043","0.12293384775776","0","0","0.0881364246742419","0.147494011535359","0.112142091377145","0.0939169700942845","0.0805576357694152","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0","0","0","0.201685121861645"
"7482","0.0980835003566818","0.196286369736867","","","0.561853014885619","0.38968762109419","0.260558772774111","0.326441160207778","0.125579700795442","","0","0.197938009710655","0.298238676081672","","0.237842012801587","0.0444650726116657","0.258142550024072","0.0770578208637932","0.181898164528779","","0.0925924383563257","0.383390005331013","0.0825157354648095","0.316988017364138","0.268813037930334","0.388322760226514","0.220939516042686","0.222441173586545","","0.291661686283764","0.224927621279563","0.322462949630379","0.355659397452428","0.497977098338516","0","0.419346994475906","0.341683088534287","0.239711768102953",""
"7560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7569","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7576","0","","0.0727281899585712","0","0.0568381727451478","0","0","0","0","0","0","0","0.103714444119584","0","0","0","0","0","0","0","0","0.110905540525887","0","0","0.0599424692242247","0","0","0.0641023383604644","0","0","0.060221159482964","0","0","0","0","0","0.11954340405635","0","0"
"7585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7588","0","0.0962374860905087","0.0909892554878586","0","0","0.201174461354695","0","0","0.289538476113058","0.069679479086411","0.0880043699922338","0.132318807980602","0.103714444119584","0","0.128811370828871","0","0.0645453283244419","0","0.0616006065824565","0.102762532415182","0.142391596047698","0.104064317092973","","0.214038519965389","","0","0.168189133713508","0","0.155156872634309","0","0","0","0.144526267411571","0.33864481723723","0","0.178204587844072","0.1106756862706","0.0599369409421067",""
"7593","0","0","0","0.0833269675791733","0.140697837522895","0","","0.122610622228491","0","0","0","0","0","0.0784920064788018","0","0.100479091057365","0","0","0","0.0609980617781359","0","0.137268396991459","0","0.0853818848394925","0","0","0","0.158679632927647","0.0511657977097264","0.178608446133822","0","0.118456616342213","0","0","0.137961224434499","0.0784003243221997","0","0","0"
"7612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7651","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7712","0","0.13610035803789","0","0","0","0","0.106188966111084","0.0700480063615659","0.0902443756131329","0.0656944428953966","0","0","0","0.0672642606638883","0","0","0","0","0.0522244551253623","0","0","","0","0","0","0","0","0","0","0","0","0","0.068130335830868","0","0.0788178752476109","0.0671856930140528","0","0","0.0571723580986788"
"7735","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7750","0.206860249903548","0","0.114596150301651","0","0.0607625625436045","0.128040682496938","0","0","0.304533582764877","0","0.176257945557298","0.207384409517885","0.0739169363724183","0","0.16563579724098","0.0639581115455297","","0","0.285385411627198","0.12293384775776","0.190859584722783","0","","0.275227572431055","0.16763803421493","0.0939169700942845","0.263422444115615","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0","0.204856594021886","0.226462212136884","0.268223955803567"
"7763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7770","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7772","0","0.0962374860905087","0.0909892554878586","0.122915776968382","0","0.257404171479808","0.0822536194598423","0.0723452698862335","0.0532232290895104","0.12056617574086","0","0","0.103714444119584","0.12736208776925","0.120156521490612","0.0444650726116657","0.0645453283244419","0.0770578208637932","0.0616006065824565","","0","0.104064317092973","0.0825157354648095","0.199657249655446","","0.211719765101731","0.0565651992413038","0.14044118683542","0.30006843257494","0.0790397031145821","0","0.0786310165362904","0.144526267411571","0.383360178584814","0","0.264940944559682","0","0.0599369409421067",""
"7861","0.138711016449446","0","0","0","0.0607625625436045","0.128040682496938","0","0","0.068218335741329","0","0.0508093467048796","0","0.0739169363724183","0","0.0887639562168113","0","0.0551535479713926","0","0.0526373030924043","0.12293384775776","0","0","0.0881364246742419","0.147494011535359","0.112142091377145","0.0939169700942845","0.0805576357694152","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0","0","0","0.201685121861645"
"7868","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7888","0","0.126004447057719","","0.0587649812684705","0.223255910543671","0.0672073582361156","0","0","0","0","0","0.0935635264016044","0","0","0","0","0.135098050034026","0","0.0644672670063067","0","0.0402744252597213","0.0726047192071243","0","0","0","0","0.0789300410080183","0","0.0541257632075992","0","0","0","0","0","0","0","0.273908348960456","0.125452361255042","0.0705750910388678"
"7891","0","0.0754948953099413","0.235497177933828","0.132223845441337","","0","0.117806080677545","0.155422571495787","0","0.0728814407299672","0.126136630847827","","0","0.0746229971784076","0","0","0.0608539191361667","0","0.130674619918979","0","0.05442395247141","0","0.0875211541526432","0.0811732612948975","0","0","0","0","0","0","0","0","0.0377919106542733","0","0","0","0","0.141136721792316","0"
"7892","0.276971088048379","0","0","0","0","0","0","0","0.502960321355895","0","","0.381341205033125","0","0","0.0768718410241683","0","0.0583690287420703","0","0.299152185335634","0","","0","","0.208906822190594","0.0554959428377848","0","0.188352703835354","0","0","0","0","0","0","0.0681115034524463","0","0","0.181008857424981","0","0.0665388339419218"
"7908","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7914","0","0","0","0","0","0","0","0","","0","0.135532161846101","0.132318807980602","0","0","0.118387380081407","0","0","0.0468958963547686","0","0","0.326952198371213","0.110905540525887","","0.127733560895696","0.0554959428377848","0","0.202049656353507","0","0","0","0","0","0","0.0681115034524463","0.0743102054217347","0","0.1106756862706","0","0.0665388339419218"
"7931","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7934","0","0.154323300306474","0","0.143534703886018","0.109061452310485","0.0548745782129733","0.0960515338544264","0.105902631239185","0","0.417684913299731","0","0","","","0","0","0","0","0","0.115579300294224","0","0.209081711690669","0","0","0.262609621122336","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","","0","0","0.37879490560338","0","0","0"
"7943","0.084194393672297","0","0","0","0.158146338269558","0","0","0.179211421626818","0","","0.046260155626449","0","0.222577024668343","0.251273480283794","0","0","0","0","0","0","0","0.202996414530257","0.0641961369111273","","0.247817833732337","0","0","0","0","0","0.0544720883032212","0.0865699000215074","","0.0572853143531784","0","0.347821896756166","0","0","0"
"7973","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8006","0","0","0","0.0811954899627254","0","0.061906873371309","0","0","0","0","0","0","0","0","0","0.146863301277469","0","0.0848378685906344","0","0.163453814005685","0","0","0","0","0","","0","0","0.0747854890512051","0","0.108944176606442","0.129854850032261","0","0.0665455124344523","0.134432219715342","0","0","0","0"
"8030","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8040","0.203572117322334","0","0","0","0","0","0","0","","0","","0.300493077908134","0","0","0.118387380081407","0","0","0.0468958963547686","0.173813493034765","0","0.580319382556453","0.110905540525887","","0.208906822190594","0.0554959428377848","0","0.202049656353507","0","0","0","0","0","0","0.0681115034524463","0.0743102054217347","0","0.181008857424981","0","0.0665388339419218"
"8061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8062","0","0","0","0.0811954899627254","0","0.061906873371309","0","0","0","0","0","0","0","0","0","0.146863301277469","0","0.0848378685906344","0","0.163453814005685","0","0","0","0","0","","0","0","0.0747854890512051","0","0.108944176606442","0.129854850032261","0","0.0665455124344523","0.134432219715342","0","0","0","0"
"8087","0.084194393672297","0","0","0","0.0553222149431619","0","0","0","0","0","0.046260155626449","0","0","0","0","0","0","0","0","0","0","0","0.0641961369111273","","0","0","0","0","0","0","0","0","0.0312603419869728","0.0572853143531784","0","0","0","0","0"
"8094","0.0733989707260446","0","0","0","0","0","0.0849511728888671","0","0","0.157666662948952","0","0","0.117339498790322","0.0896856808851844","0","0","0","0","0","0.0696969404741374","0","0.094106471732417","0","0","0.127157179408546","0","0","0","0","0","0","0","0.163512805994083","0","0","","0","0","0.045737886478943"
"8108","0.0980835003566818","0","0.0687216799765158","0.0833269675791733","0.205146267548177","0.116406559107435","","0.197495090923217","0.0723564717059316","0","0","0","0.0588005628226555","0.138415772616641","0.117685491310975","0.100479091057365","0.0584991716656038","0","0.055830290940016","0.21001638872705","0.0523180130966045","0.137268396991459","0","0.202712652548184","0","0.0996139896332442","0.0854442757933642","0.158679632927647","","0.23315102307384","0","0.118456616342213","0","0.191864193433154","0.137961224434499","0.0784003243221997","0.0677747395738309","0.0543224659058046","0.152799554285147"
"8109","0.236794516806128","0.0680501790189448","0","0.122915776968382","0.0607625625436045","0.184270392622051","0.188442585570926","0.14722973858096","0.116455983545283","0.0508866966544491","0.0508093467048796","0","0.0739169363724183","0.12736208776925","0.156980947902721","0.130571315468108","0.0551535479713926","","0.0526373030924043","","0","0","0.0881364246742419","0.260846302121112","0.112142091377145","0.385327926902611","0.0805576357694152","","0.348201662696529","0.290164674945269","0.341421882119747","0.24141268575961","0","","0.0842598528943001","0.0867363567156102","0.0633974637407761","0","0.300097384430351"
"8116","0.0980835003566818","0","0","0","0","0","0","0.074884468694726","0.0482376478039544","0","0","0","0","0","0","0","0","","0","0.0558818726058428","0","0","0","0","0","0.0796911917065953","0","0.145370439222433","0","0.109085153880035","0.341421882119747","0.162781669223319","0","0","0.0842598528943001","0","0","0","0"
"8117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8132","0","0.154323300306474","0","0","0","0.0548745782129733","0","0.105902631239185","0","0.0496603309771867","0","0","","0.13559200444897","0","0","0","0","0","0","0","0","0","0","0.0961217926089815","0","0","0","0","0","0","0","0.128754232391279","0","0","0.101575220215265","0","0","0"
"8133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0.0942918896293009","0","0.0860023116544145","0","0","0.0807951637726581","0.0642019561567526","0","0","0.0996976024469833","0","0","0.192825625388069","0"
"8136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8143","0","0","0","0.122915776968382","0","0.0562297101251136","0.0822536194598423","0.0723452698862335","0","0.0508866966544491","0","0","0","0.12736208776925","0.0682169916859094","0.0444650726116657","0","0.0770578208637932","0","","0","0","0","0.113352290585753","0","0.211719765101731","0","0.14044118683542","0.14491155994063","0.0790397031145821","0","0.0786310165362904","0","0.11282686480003","0","0.0867363567156102","0","0","0.0984122625687065"
"8146","0","0","0","0.143534703886018","0.109061452310485","0","0.0960515338544264","0","0","0.138653338660747","0","0","0.176895950261755","","0","0","0","0","0","0.115579300294224","0","0.106403133095664","0","0","0","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","0.123252414977398","0","0","0.10128624318528","0","0","0"
"8152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8171","0.0681492334541019","0.126004447057719","","0.0587649812684705","0.223255910543671","0.217051351861641","0","0","0.0532232290895104","0","0.193636491100826","0.325190852902463","0","0","0.0519395298047026","0.0639581115455297","","0","","0.102762532415182","0.189830419054135","0.176669036300098","0.0825157354648095","0.0863049590696931","0.187483032711352","0","0.206736114123318","0","0.209282635841908","0","0","0","0","0.193286040105331","0","0.0594359400216861","0.43356587571436","0.464332002282236",""
"8176","0","0.154323300306474","0","0.143534703886018","0.109061452310485","0.0548745782129733","0.0960515338544264","0.105902631239185","0","0.417684913299731","0","0","","","0","0","0","0","0","0.115579300294224","0","0.209081711690669","0","0","0.262609621122336","0","0","0.0819999867511244","0.0528813264424594","0","0.0385175830246001","0","","0","0","0.37879490560338","0","0","0"
"8194","0","0.0680501790189448","0","0","0","0","0.106188966111084","0","0","0","0","0","0","0","0","0.0861062428564424","0","0.0994812189668351","0","0.0696969404741374","0","0","0","0","0","0","0","","0","0.102039817950652","0","0","0","0","0","0","0.0633974637407761","0","0"
"8265","0.310193487532172","0","0.159710935464374","0","0.125210992568886","0.394291235229898","0.0849511728888671","0.074884468694726","0.193798036536771","0.157666662948952","0.0508093467048796","0","0.250056997985396","0.149609447023024","0.258388977332489","0","0.178198047961438","0","0.170068200614877","0.444411647595994","0.0523180130966045","0.19817078882539","0.170652160139051","0.351129738313744","0.426782303497043","0.193530959727529","0.222567110804083","0.0685282822388326","","0.0545425769400177","0","0","0.163512805994083","","0","","0.0677747395738309","0.114259406847911",""
"8268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8270","0.138711016449446","0","0.0707884219880848","0.0811954899627254","0.0607625625436045","","0","0.0723452698862335","0.068218335741329","0","0.0508093467048796","0","0.141215754439882","0","0.29080524856306","0.235793446500801","0.0551535479713926","0.136209749166496","0.0526373030924043","0.286387661763444","0","0","0.0881364246742419","0.147494011535359","0.170485806638989","","0.197909548652296","0.0685282822388326","0.3746435667004","0.105386270819443","0.174913151582313","0.182275527723121","0.0351823541392627","","","0","0","0","0.324103347771288"
"8284","0.0980835003566818","0","0.0687216799765158","0.122915776968382","0.188974627384853","0.172636269232549","0.164507238919685","","0.0723564717059316","0.152660089963347","0","0.0521872416545254","0.134542883600529","0.18728585390709","0.231380477454157","0.0444650726116657","0.0584991716656038","0.128429701439655","0.055830290940016","","0.0523180130966045","0.0607454662983317","0","0.30625125201828","0","0.311333754734975","0.0854442757933642","0.21066178025313","","0.186275415464321","0","0.0786310165362904","0.0351823541392627","0.304691058233185","0.0814027515246535","0.0867363567156102","0.0677747395738309","0.0543224659058046","0.251211816853854"
"8299","0.236794516806128","0.154323300306474","0.0687216799765158","0.122915776968382","0.125210992568886","0.35555152994246","0.0822536194598423","0.253132369820145","0.140574807447261","0.100547027631636","0.0508093467048796","0","","0.32287785835606","0.274666439213695","0.0444650726116657","0.113652719636996","0.0770578208637932","0.10846759403242","","0.0523180130966045","0","0.0881364246742419","0.378177069829804","0.208263883986127","0.40525072482926","0.166001911562779","0.208969469074253","","0.1335822800546","0","0.0786310165362904","0.128754232391279","","0","0.188311576930875","0.0677747395738309","0.0543224659058046","0.452896938715499"
"8317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8345","0.0733989707260446","0","0","0","0","0","0","0","0.216586501471519","0","0.282300680883418","0.0808481271249915","0","0","0","0","0.0583690287420703","0","0.12533869230087","0","","0","0.139912236680653","0","0","0","0.0767287693631499","0","0","0","0","0","0","0","0","0","0","0","0"
"8372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8386","0.171482471082726","0","0","0.122915776968382","0","0.0562297101251136","0.0822536194598423","0.14722973858096","","0.0508866966544491","0.329828472737286","0.0808481271249915","0","0.12736208776925","0.109732530743148","0.0444650726116657","0.0583690287420703","","0.12533869230087","","","0.110905540525887","0.337778019336386","0.113352290585753","0","0.291410956808327","0.167154491244453","0.285811626057853","0.14491155994063","0.188124856994618","0.341421882119747","0.24141268575961","0","0.11282686480003","0.158570058316035","0.0867363567156102","0","0","0.0984122625687065"
"8397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8413","0.0681492334541019","0","0.114596150301651","0","0","0","0","0","0","0","0.193636491100826","0.231627326500859","0","0","0","0.0639581115455297","","0","","0","0.149555993794414","0","0","0","0","0","0.0712408738739957","0","0","0","0","0","0","0","0","0","0.159657526753904","0.278942700085087","0"
"8425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8428","0","0","0.0643391195705801","0.079410755756634","0","0","0","0","0","0","0.126136630847827","","0","0","0","0","0.0608539191361667","0","0.130674619918979","0","0.05442395247141","0","0.0875211541526432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0847636347674825","0"
"8437","0","0","0.0909892554878586","0","0","0.149843993625526","0","0","0.0532232290895104","0","0","0","0","0","0.0519395298047026","0","0.0645453283244419","0","0.0616006065824565","0.102762532415182","0","0.104064317092973","0.0825157354648095","0.0863049590696931","0.187483032711352","0","0.0565651992413038","0","0.155156872634309","0","0","0","0","0.193286040105331","0","0.0594359400216861","0","0.0599369409421067",""
"8441","","0","0","0","0","0","0","0","0","0","0.116418838643183","0","0","0","0","0","0","0.0574355085498144","0","0","0.0376732751927778","0","0","0.0844878090516842","0","0","0","0","0","0","0","0","0","0","0","0.0387896779473549","0.0732050855133533","0.0586749692722702","0"
"8463","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8474","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8475","0.162408296936368","0.258041188675272","","0.138175737025104","0.223255910543671","0.0672073582361156","0","0","0.452901748495067","0","0.545347376070794","","0","0","0.0768718410241683","0","0.325103842255871","0","0.371145742690202","0","","0.0726047192071243","","0.127733560895696","0.0554959428377848","0","0.267282744843372","0.0659607619988761","0.0541257632075992","0","0","0","0","0.0681115034524463","0","0","","0.210215996022525","0.13711392498079"
"8485","0.236794516806128","0.154323300306474","0.139510101964601","0","0.125210992568886","","0","0.180787099933911","0.140574807447261","0.0496603309771867","0.0508093467048796","0","","0.195515770586809","0.408490739874035","0","0.113652719636996","0","0.10846759403242","0.271952174706674","0.0523180130966045","0","0.0881364246742419","0.264824779244051","0.266607599247971","0.261937486231581","0.28335382444566","0.0685282822388326","","0.0545425769400177","0","0","0.128754232391279","","0","0.101575220215265","0.0677747395738309","0.0543224659058046","0.476902902056436"
"8495","0","0.0754948953099413","0.171158058363248","0.279674761149895","","0","","0.278033193724278","0","0.211534779390714","0","0.0560580899758438","0.176895950261755","","0","0.100479091057365","0","0","0","0.17657736207236","0","0.243671530087123","0","0.16655514613439","0","0","0","0.240679619678772","0.104047124152186","0.178608446133822","0.0385175830246001","0.118456616342213","0.161044325631671","0","0.137961224434499","0.179686567507479","0","0.056373087024833","0"
"8508","0.0681492334541019","0","0.114596150301651","0","0","0","0","0","0","0","0.0374442288601845","0.0750656015372829","0","0","0","0.0639581115455297","","0","0.232748108534794","0","0.048467988675085","0","0","0","0","0","0.0712408738739957","0","0","0","0","0","0","0","0","0","0.0941809077512865","0.226462212136884","0"
"8517","","0","0","0","0.0607625625436045","0.128040682496938","0","0","0.118276908602157","0","","0.168174269927531","0.0739169363724183","0","0.0887639562168113","0","0.0551535479713926","0.0574355085498144","0.226450796127169","0.12293384775776","0.291040459378018","0","0.165745769815311","0.313155081881941","0.112142091377145","0.0939169700942845","0.0805576357694152","0.0685282822388326","0.203290102755899","0","0","0","0","","0","0.0387896779473549","0.143538256667734","0.0586749692722702","0.201685121861645"
"8522","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
